HS_Code,VAT_Rate
5209420090,13.0%
5209430000,13.0%
5209490010,13.0%
5209490090,13.0%
5209510010,13.0%
5209510091,13.0%
5209510092,13.0%
5209510093,13.0%
5209520000,13.0%
5209590010,13.0%
5209590020,13.0%
5209590030,13.0%
5209590090,13.0%
5210110011,13.0%
5210110012,13.0%
5210110013,13.0%
5210110014,13.0%
5210110015,13.0%
5210110091,13.0%
5210110092,13.0%
5210110093,13.0%
5210110094,13.0%
5210110095,13.0%
5210191000,13.0%
5210199011,13.0%
5210199012,13.0%
5210199013,13.0%
5210199019,13.0%
5210199091,13.0%
5210199092,13.0%
5210199093,13.0%
5210199099,13.0%
5210210000,13.0%
5210291000,13.0%
5210299000,13.0%
5210310000,13.0%
5210320000,13.0%
5210390000,13.0%
5210410000,13.0%
5210491000,13.0%
5210499000,13.0%
5210510000,13.0%
5210591000,13.0%
5210599000,13.0%
5211110011,13.0%
5211110012,13.0%
5211110019,13.0%
5211110091,13.0%
5211110092,13.0%
5211110099,13.0%
5211120010,13.0%
5211120090,13.0%
5211190000,13.0%
5211200000,13.0%
5211310000,13.0%
5211320000,13.0%
5211390000,13.0%
5211410000,13.0%
5211420010,13.0%
5211420090,13.0%
5211430000,13.0%
5211490000,13.0%
5211510000,13.0%
5211520000,13.0%
5211590000,13.0%
5212110000,13.0%
5212120000,13.0%
5212130000,13.0%
5212140000,13.0%
5212150000,13.0%
5212210011,13.0%
5212210019,13.0%
5212210021,13.0%
5212210029,13.0%
5212210030,13.0%
5212210040,13.0%
5212210050,13.0%
5212210060,13.0%
5212210070,13.0%
5212210090,13.0%
5212220000,13.0%
5212230000,13.0%
5212240000,13.0%
5212250000,13.0%
5301100000,13.0%
5301210000,13.0%
5301290000,13.0%
5301300000,13.0%
5302100000,13.0%
5302900000,13.0%
5303100000,9.0%
5303900000,13.0%
5305001100,13.0%
5305001200,13.0%
5305001300,13.0%
5305001900,13.0%
5305002000,13.0%
5305009100,13.0%
5305009200,13.0%
5305009900,13.0%
5306100000,13.0%
5306200000,13.0%
5307100000,13.0%
5307200000,13.0%
5308100000,13.0%
5308200000,13.0%
5308901100,13.0%
5308901200,13.0%
5308901300,13.0%
5308901400,13.0%
5308909100,13.0%
5308909900,13.0%
5309111000,13.0%
5309112000,13.0%
5309190000,13.0%
5309211000,13.0%
5309212000,13.0%
5309290000,13.0%
5310100000,13.0%
5310900000,13.0%
5311001200,13.0%
5311001300,13.0%
5311001400,13.0%
5311001500,13.0%
5311002000,13.0%
5311003000,13.0%
5311009000,13.0%
5401101000,13.0%
5401102000,13.0%
5401201000,13.0%
5401202000,13.0%
5402111000,13.0%
5402112000,13.0%
5402119000,13.0%
5402191000,13.0%
5402192000,13.0%
5402199000,13.0%
5402200010,13.0%
5402200020,13.0%
5402200090,13.0%
5402311100,13.0%
5402311200,13.0%
5402311300,13.0%
5402311900,13.0%
5402319000,13.0%
5402321100,13.0%
5402321200,13.0%
5402321300,13.0%
5402321900,13.0%
5402329000,13.0%
5402331000,13.0%
5402339000,13.0%
5402340000,13.0%
5402390000,13.0%
5402441000,13.0%
5402449000,13.0%
5402451000,13.0%
5402452000,13.0%
5402453000,13.0%
5402459000,13.0%
5402460000,13.0%
5402470000,13.0%
5402480000,13.0%
5402491000,13.0%
5402499001,13.0%
5402499090,13.0%
5402511000,13.0%
5402512000,13.0%
5402513000,13.0%
5402519000,13.0%
5402520000,13.0%
5402530000,13.0%
5402592000,13.0%
5402599000,13.0%
5402611000,13.0%
5402612000,13.0%
5402613000,13.0%
5402619000,13.0%
5402620000,13.0%
5402630000,13.0%
5402692000,13.0%
5402699000,13.0%
5403100000,13.0%
5403311000,13.0%
5403319000,13.0%
5403321000,13.0%
5403329000,13.0%
5403331010,13.0%
5403331020,13.0%
5403331090,13.0%
5403339000,13.0%
5403390000,13.0%
5403410000,13.0%
5403420000,13.0%
5403490000,13.0%
5404110010,13.0%
5404110090,13.0%
5404120000,13.0%
5404190010,13.0%
5404190090,13.0%
5404900000,13.0%
5405000000,13.0%
5406001000,13.0%
5406002000,13.0%
5407101000,13.0%
5407102010,13.0%
5407102090,13.0%
5407200000,13.0%
5407300000,13.0%
5407410000,13.0%
5407420000,13.0%
5407430000,13.0%
5407440000,13.0%
5407510000,13.0%
5407520000,13.0%
5407530000,13.0%
5407540000,13.0%
5407610000,13.0%
5407690000,13.0%
5407710000,13.0%
5407720000,13.0%
5407730000,13.0%
5407740000,13.0%
5407810000,13.0%
5407820000,13.0%
5407830000,13.0%
5407840000,13.0%
5407910000,13.0%
5407920000,13.0%
5407930000,13.0%
5407940000,13.0%
5408100000,13.0%
5408211000,13.0%
5408212000,13.0%
5408219000,13.0%
5408221000,13.0%
5408222000,13.0%
5408229000,13.0%
5408231000,13.0%
5408232000,13.0%
5408239000,13.0%
5408241000,13.0%
5408242000,13.0%
5408249000,13.0%
5408310000,13.0%
5408320000,13.0%
5408330000,13.0%
5408340000,13.0%
5501100000,13.0%
5501200000,13.0%
5501300010,13.0%
5501300090,13.0%
5501400000,13.0%
5501900000,13.0%
5502101000,13.0%
5502109000,13.0%
5502900000,13.0%
5503111000,13.0%
5503112000,13.0%
5503119000,13.0%
5503190000,13.0%
5503200000,13.0%
5503300010,13.0%
5503300090,13.0%
5503400000,13.0%
5503901000,13.0%
5503909000,13.0%
5504101000,13.0%
5504102100,13.0%
5504102900,13.0%
5504109000,13.0%
5504900000,13.0%
5505100000,13.0%
5505200000,13.0%
5506101100,13.0%
5506101200,13.0%
5506101900,13.0%
5506109000,13.0%
5506200000,13.0%
5506300010,13.0%
5506300090,13.0%
5506400000,13.0%
5506901000,13.0%
5506909000,13.0%
5507000000,13.0%
5508100000,13.0%
5508200000,13.0%
5509110000,13.0%
5509120000,13.0%
5509210000,13.0%
5509220000,13.0%
5509310000,13.0%
5509320000,13.0%
5509410000,13.0%
5509420000,13.0%
5509510000,13.0%
5509520000,13.0%
5509530000,13.0%
5509590000,13.0%
5509610000,13.0%
5509620000,13.0%
5509690000,13.0%
5509910000,13.0%
5509920000,13.0%
5509990000,13.0%
5510110000,13.0%
5510120000,13.0%
5510200000,13.0%
5510300000,13.0%
5510900000,13.0%
5511100000,13.0%
5511200000,13.0%
5511300000,13.0%
5512110000,13.0%
5512190000,13.0%
5512210000,13.0%
5512290000,13.0%
5512910000,13.0%
5512990000,13.0%
5513111000,13.0%
5513112010,13.0%
5513112020,13.0%
5513112030,13.0%
5513112040,13.0%
5513121000,13.0%
5513122000,13.0%
5513131000,13.0%
5513132000,13.0%
5513190000,13.0%
5513210000,13.0%
5513231000,13.0%
5513239000,13.0%
5513290000,13.0%
5513310000,13.0%
5513391000,13.0%
5513392000,13.0%
5513399000,13.0%
5513410000,13.0%
5513491000,13.0%
5513492000,13.0%
5513499000,13.0%
5514111000,13.0%
5514112000,13.0%
5514121000,13.0%
5514122000,13.0%
5514191100,13.0%
5514191200,13.0%
5514199000,13.0%
5514210000,13.0%
5514220000,13.0%
5514230000,13.0%
5514290000,13.0%
5514301000,13.0%
5514302000,13.0%
5514303000,13.0%
5514309000,13.0%
5514410000,13.0%
5514420000,13.0%
5514430000,13.0%
5514490000,13.0%
5515110000,13.0%
5515120000,13.0%
5515130000,13.0%
5515190000,13.0%
5515210000,13.0%
5515220000,13.0%
5515290000,13.0%
5515910000,13.0%
5515990000,13.0%
5516110000,13.0%
5516120000,13.0%
5516130000,13.0%
5516140000,13.0%
5516210000,13.0%
5516220000,13.0%
5516230000,13.0%
5516240000,13.0%
5516310000,13.0%
5516320000,13.0%
5516330000,13.0%
5516340000,13.0%
5516410000,13.0%
5516420000,13.0%
5516430000,13.0%
5516440000,13.0%
5516910000,13.0%
5516920000,13.0%
5516930000,13.0%
5516940000,13.0%
5601210000,13.0%
5601221000,13.0%
5601229000,13.0%
5601290000,13.0%
5601300010,13.0%
5601300090,13.0%
5602100000,13.0%
5602210000,13.0%
5602290000,13.0%
5602900000,13.0%
5603111000,13.0%
5603119000,13.0%
5603121000,13.0%
5603129000,13.0%
5603131000,13.0%
5603139000,13.0%
5603141000,13.0%
5603149000,13.0%
5603911010,13.0%
5603911090,13.0%
5603919000,13.0%
5603921010,13.0%
5603921090,13.0%
5603929000,13.0%
5603931010,13.0%
5603931090,13.0%
5603939000,13.0%
5603941000,13.0%
5603949000,13.0%
5604100000,13.0%
5604900000,13.0%
5605000000,13.0%
5606000000,13.0%
5607210000,13.0%
5607290000,13.0%
5607410000,13.0%
5607490000,13.0%
5607500000,13.0%
5607901000,13.0%
5607909000,13.0%
5608110000,13.0%
5608190000,13.0%
5608900000,13.0%
5609000000,13.0%
5701100000,13.0%
5701901000,13.0%
5701902000,13.0%
5701909000,13.0%
5702100000,13.0%
5702200000,13.0%
5702310000,13.0%
5702320000,13.0%
5702390000,13.0%
5702410000,13.0%
5702420000,13.0%
5702490000,13.0%
5702501000,13.0%
5702502000,13.0%
5702509000,13.0%
5702910000,13.0%
5702920000,13.0%
5702990000,13.0%
5703100000,13.0%
5703200000,13.0%
5703300000,13.0%
5703900000,13.0%
5704100000,13.0%
5704200000,13.0%
5704900000,13.0%
5705001000,13.0%
5705002000,13.0%
5705009000,13.0%
5801100000,13.0%
5801210000,13.0%
5801220000,13.0%
5801230000,13.0%
5801260000,13.0%
5801271000,13.0%
5801272000,13.0%
5801310000,13.0%
5801320000,13.0%
5801330000,13.0%
5801360000,13.0%
5801371000,13.0%
5801372000,13.0%
5801901000,13.0%
5801909000,13.0%
5802110000,13.0%
5802190000,13.0%
5802201000,13.0%
5802202000,13.0%
5802203000,13.0%
5802209000,13.0%
5802301000,13.0%
5802302000,13.0%
5802303000,13.0%
5802304000,13.0%
5802309000,13.0%
5803001000,13.0%
5803002000,13.0%
5803003000,13.0%
5803009000,13.0%
5804101000,13.0%
5804102000,13.0%
5804103000,13.0%
5804109000,13.0%
5804210000,13.0%
5804291000,13.0%
5804292000,13.0%
5804299000,13.0%
5804300000,13.0%
5805001000,13.0%
5805009000,13.0%
5806101000,13.0%
5806109000,13.0%
5806200000,13.0%
5806310000,13.0%
5806320000,13.0%
5806391000,13.0%
5806392000,13.0%
5806399000,13.0%
5806401000,13.0%
5806409000,13.0%
5807100000,13.0%
5807900000,13.0%
5808100020,13.0%
5808100090,13.0%
5808900000,13.0%
5809001000,13.0%
5809002000,13.0%
5809009000,13.0%
5810100000,13.0%
5810910000,13.0%
5810920000,13.0%
5810990000,13.0%
5811001000,13.0%
5811002000,13.0%
5811003000,13.0%
5811004000,13.0%
5811009000,13.0%
5901101010,13.0%
5901101090,13.0%
5901102010,13.0%
5901102090,13.0%
5901109010,13.0%
5901109090,13.0%
5901901000,13.0%
5901909110,13.0%
5901909190,13.0%
5901909210,13.0%
5901909290,13.0%
5901909910,13.0%
5901909990,13.0%
5902101000,13.0%
5902102000,13.0%
5902109000,13.0%
5902200000,13.0%
5902900000,13.0%
5903101000,13.0%
5903102000,13.0%
5903109000,13.0%
5903201000,13.0%
5903202000,13.0%
5903209000,13.0%
5903901000,13.0%
5903902000,13.0%
5903909000,13.0%
5904100000,13.0%
5904900000,13.0%
5905000000,13.0%
5906101000,13.0%
5906109000,13.0%
5906910000,13.0%
5906991000,13.0%
5906999000,13.0%
5907001000,13.0%
5907002000,13.0%
5907009000,13.0%
5908000000,13.0%
5909000000,13.0%
5910000000,13.0%
5911101000,13.0%
5911109000,13.0%
5911200010,13.0%
5911200090,13.0%
5911310000,13.0%
5911320000,13.0%
5911400000,13.0%
5911900010,13.0%
5911900090,13.0%
6001100000,13.0%
6001210000,13.0%
6001220000,13.0%
6001290000,13.0%
6001910000,13.0%
6001920000,13.0%
6001990000,13.0%
6002401000,13.0%
6002402000,13.0%
6002403000,13.0%
6002404000,13.0%
6002409000,13.0%
6002901000,13.0%
6002902000,13.0%
6002903000,13.0%
6002904000,13.0%
6002909000,13.0%
6003100000,13.0%
6003200000,13.0%
6003300000,13.0%
6003400000,13.0%
6003900000,13.0%
6004101000,13.0%
6004102000,13.0%
6004103000,13.0%
6004104000,13.0%
6004109000,13.0%
6004901000,13.0%
6004902000,13.0%
6004903000,13.0%
6004904000,13.0%
6004909000,13.0%
6005210000,13.0%
6005220000,13.0%
6005230000,13.0%
6005240000,13.0%
6005350000,13.0%
6005360000,13.0%
6005370000,13.0%
6005380000,13.0%
6005390000,13.0%
6005410000,13.0%
6005420000,13.0%
6005430000,13.0%
6005440000,13.0%
6005901000,13.0%
6005909000,13.0%
6006100000,13.0%
6006210000,13.0%
6006220000,13.0%
6006230000,13.0%
6006240000,13.0%
6006310000,13.0%
6006320000,13.0%
6006330000,13.0%
6006340000,13.0%
6006410000,13.0%
6006420000,13.0%
6006430000,13.0%
6006440000,13.0%
6006900000,13.0%
6101200000,13.0%
6101300000,13.0%
6101901010,13.0%
6101901090,13.0%
6101909000,13.0%
6102100010,13.0%
6102100021,13.0%
6102100029,13.0%
6102100030,13.0%
6102200000,13.0%
6102300000,13.0%
6102900000,13.0%
6103101000,13.0%
6103102000,13.0%
6103109000,13.0%
6103220000,13.0%
6103230000,13.0%
6103291000,13.0%
6103299000,13.0%
6103310000,13.0%
6103320000,13.0%
6103330000,13.0%
6103390000,13.0%
6103410000,13.0%
6103420012,13.0%
6103420021,13.0%
6103420029,13.0%
6103420090,13.0%
6103430090,13.0%
6103430092,13.0%
6103430093,13.0%
6103490013,13.0%
6103490023,13.0%
6103490026,13.0%
6103490051,13.0%
6103490052,13.0%
6103490053,13.0%
6103490059,13.0%
6103490090,13.0%
6104130000,13.0%
6104191000,13.0%
6104192000,13.0%
6104199000,13.0%
6104220000,13.0%
6104230000,13.0%
6104291000,13.0%
6104299000,13.0%
6104310000,13.0%
6104320000,13.0%
6104330000,13.0%
6104390000,13.0%
6104410000,13.0%
6104420000,13.0%
6104430000,13.0%
6104440000,13.0%
6104490000,13.0%
6104510000,13.0%
6104520000,13.0%
6104530000,13.0%
6104590000,13.0%
6104610000,13.0%
6104620030,13.0%
6104620040,13.0%
6104620090,13.0%
6104630090,13.0%
6104630091,13.0%
6104630092,13.0%
6104690000,13.0%
6105100011,13.0%
6105100019,13.0%
6105100090,13.0%
6105200021,13.0%
6105200029,13.0%
6105200090,13.0%
6105900000,13.0%
6106100010,13.0%
6106100090,13.0%
6106200020,13.0%
6106200090,13.0%
6106900000,13.0%
6107110000,13.0%
6107120000,13.0%
6107191010,13.0%
6107191090,13.0%
6107199010,13.0%
6107199090,13.0%
6107210000,13.0%
6107220000,13.0%
6107291010,13.0%
6107291090,13.0%
6107299000,13.0%
6107910010,13.0%
6107910090,13.0%
6107991000,13.0%
6107999000,13.0%
6108110000,13.0%
6108191000,13.0%
6108192000,13.0%
6108199000,13.0%
6108210000,13.0%
6108220010,13.0%
6108220090,13.0%
6108291010,13.0%
6108291090,13.0%
6108299010,13.0%
6108299090,13.0%
6108310000,13.0%
6108320000,13.0%
6108391010,13.0%
6108391090,13.0%
6108399010,13.0%
6108399090,13.0%
6108910010,13.0%
6108910090,13.0%
6108920010,13.0%
6108920090,13.0%
6108990010,13.0%
6108990020,13.0%
6108990090,13.0%
6109100010,13.0%
6109100021,13.0%
6109100022,13.0%
6109100091,13.0%
6109100092,13.0%
6109100099,13.0%
6109901011,13.0%
6109901019,13.0%
6109901021,13.0%
6109901029,13.0%
6109901091,13.0%
6109901099,13.0%
6109909011,13.0%
6109909012,13.0%
6109909013,13.0%
6109909021,13.0%
6109909022,13.0%
6109909031,13.0%
6109909032,13.0%
6109909033,13.0%
6109909040,13.0%
6109909050,13.0%
6109909060,13.0%
6109909091,13.0%
6109909092,13.0%
6109909093,13.0%
6110110000,13.0%
6110120011,13.0%
6110120019,13.0%
6110120021,13.0%
6110120029,13.0%
6110120031,13.0%
6110120039,13.0%
6110120041,13.0%
6110120049,13.0%
6110191000,13.0%
6110192000,13.0%
6110199000,13.0%
6110200011,13.0%
6110200012,13.0%
6110200051,13.0%
6110200052,13.0%
6110200090,13.0%
6110300011,13.0%
6110300012,13.0%
6110300041,13.0%
6110300042,13.0%
6110300090,13.0%
6110901000,13.0%
6110909000,13.0%
6111200010,13.0%
6111200020,13.0%
6111200040,13.0%
6111200050,13.0%
6111200090,13.0%
6111300010,13.0%
6111300020,13.0%
6111300040,13.0%
6111300050,13.0%
6111300090,13.0%
6111901000,13.0%
6111909010,13.0%
6111909090,13.0%
6112110000,13.0%
6112120000,13.0%
6112190000,13.0%
6112201000,13.0%
6112209000,13.0%
6112310000,13.0%
6112390000,13.0%
6112410000,13.0%
6112490000,13.0%
6113000000,13.0%
6114200011,13.0%
6114200021,13.0%
6114200022,13.0%
6114200040,13.0%
6114200090,13.0%
6114300021,13.0%
6114300022,13.0%
6114300090,13.0%
6114901000,13.0%
6114909000,13.0%
6115100000,13.0%
6115210000,13.0%
6115220000,13.0%
6115291000,13.0%
6115299000,13.0%
6115300000,13.0%
6115940000,13.0%
6115950011,13.0%
6115950019,13.0%
6115960000,13.0%
6115990000,13.0%
6116100000,13.0%
6116910000,13.0%
6116920000,13.0%
6116930010,13.0%
6116930090,13.0%
6116990000,13.0%
6117101100,13.0%
6117101900,13.0%
6117102000,13.0%
6117109000,13.0%
6117801000,13.0%
6117809000,13.0%
6117900000,13.0%
6201110010,13.0%
6201110090,13.0%
6201121000,13.0%
6201129010,13.0%
6201129020,13.0%
6201129090,13.0%
6201131000,13.0%
6201139000,13.0%
6201190000,13.0%
6201910000,13.0%
6201921000,13.0%
6201929000,13.0%
6201931000,13.0%
6201939000,13.0%
6201990000,13.0%
6202110010,13.0%
6202110090,13.0%
6202121000,13.0%
6202129010,13.0%
6202129020,13.0%
6202129090,13.0%
6202131000,13.0%
6202139000,13.0%
6202190000,13.0%
6202910000,13.0%
6202921000,13.0%
6202929000,13.0%
6202931000,13.0%
6202939000,13.0%
6202990000,13.0%
6203110000,13.0%
6203120010,13.0%
6203120090,13.0%
6203191000,13.0%
6203199000,13.0%
6203220000,13.0%
6203230000,13.0%
6203291000,13.0%
6203292000,13.0%
6203299000,13.0%
6203310010,13.0%
6203310090,13.0%
6203320010,13.0%
6203320090,13.0%
6203330000,13.0%
6203391010,13.0%
6203391090,13.0%
6203399000,13.0%
6203410022,13.0%
6203410029,13.0%
6203410090,13.0%
6203421000,13.0%
6203429015,13.0%
6203429019,13.0%
6203429049,13.0%
6203429062,13.0%
6203429069,13.0%
6203429090,13.0%
6203431000,13.0%
6203439015,13.0%
6203439019,13.0%
6203439049,13.0%
6203439061,13.0%
6203439069,13.0%
6203439082,13.0%
6203439089,13.0%
6203439090,13.0%
6203491000,13.0%
6203499012,13.0%
6203499019,13.0%
6203499090,13.0%
6204110000,13.0%
6204120010,13.0%
6204120090,13.0%
6204130010,13.0%
6204130090,13.0%
6204191000,13.0%
6204199000,13.0%
6204210000,13.0%
6204220000,13.0%
6204230000,13.0%
6204291010,13.0%
6204291090,13.0%
6204299000,13.0%
6204310000,13.0%
6204320010,13.0%
6204320090,13.0%
6204330000,13.0%
6204391010,13.0%
6204391090,13.0%
6204399000,13.0%
6204410000,13.0%
6204420000,13.0%
6204430010,13.0%
6204430090,13.0%
6204440010,13.0%
6204440090,13.0%
6204491010,13.0%
6204491090,13.0%
6204499000,13.0%
6204510000,13.0%
6204520000,13.0%
6204530010,13.0%
6204530090,13.0%
6204591010,13.0%
6204591090,13.0%
6204599000,13.0%
6204610000,13.0%
6204620000,13.0%
6204630000,13.0%
6204690000,13.0%
6205200010,13.0%
6205200091,13.0%
6205200099,13.0%
6205300011,13.0%
6205300019,13.0%
6205300091,13.0%
6205300092,13.0%
6205300099,13.0%
6205901011,13.0%
6205901019,13.0%
6205901021,13.0%
6205901029,13.0%
6205901031,13.0%
6205901039,13.0%
6205901041,13.0%
6205901049,13.0%
6205901091,13.0%
6205901099,13.0%
6205902000,13.0%
6205909011,13.0%
6205909019,13.0%
6205909021,13.0%
6205909029,13.0%
6205909031,13.0%
6205909039,13.0%
6205909091,13.0%
6205909099,13.0%
6206100011,13.0%
6206100019,13.0%
6206100021,13.0%
6206100029,13.0%
6206100031,13.0%
6206100039,13.0%
6206100041,13.0%
6206100049,13.0%
6206100091,13.0%
6206100099,13.0%
6206200010,13.0%
6206200090,13.0%
6206300010,13.0%
6206300020,13.0%
6206300090,13.0%
6206400011,13.0%
6206400019,13.0%
6206400020,13.0%
6206400030,13.0%
6206400090,13.0%
6206900010,13.0%
6206900020,13.0%
6206900030,13.0%
6206900091,13.0%
6206900099,13.0%
6207110000,13.0%
6207191010,13.0%
6207191090,13.0%
6207192000,13.0%
6207199010,13.0%
6207199090,13.0%
6207210000,13.0%
6207220000,13.0%
6207291011,13.0%
6207291019,13.0%
6207291091,13.0%
6207291099,13.0%
6207299010,13.0%
6207299091,13.0%
6207299099,13.0%
6207910011,13.0%
6207910012,13.0%
6207910019,13.0%
6207910091,13.0%
6207910092,13.0%
6207910099,13.0%
6207991011,13.0%
6207991019,13.0%
6207991021,13.0%
6207991029,13.0%
6207991091,13.0%
6207991099,13.0%
6207992011,13.0%
6207992012,13.0%
6207992019,13.0%
6207992021,13.0%
6207992029,13.0%
6207992091,13.0%
6207992099,13.0%
6207999011,13.0%
6207999012,13.0%
6207999013,13.0%
6207999019,13.0%
6207999091,13.0%
6207999092,13.0%
6207999099,13.0%
6208110000,13.0%
6208191000,13.0%
6208192000,13.0%
6208199010,13.0%
6208199090,13.0%
6208210000,13.0%
6208220000,13.0%
6208291010,13.0%
6208291090,13.0%
6208299010,13.0%
6208299090,13.0%
6208910010,13.0%
6208910021,13.0%
6208910029,13.0%
6208910090,13.0%
6208920010,13.0%
6208920021,13.0%
6208920029,13.0%
6208920090,13.0%
6208991011,13.0%
6208991019,13.0%
6208991021,13.0%
6208991029,13.0%
6208991091,13.0%
6208991099,13.0%
6208999011,13.0%
6208999012,13.0%
6208999013,13.0%
6208999019,13.0%
6208999090,13.0%
6209200000,13.0%
6209300010,13.0%
6209300020,13.0%
6209300030,13.0%
6209300090,13.0%
6209901000,13.0%
6209909000,13.0%
6210101000,13.0%
6210102000,13.0%
6210103000,13.0%
6210109000,13.0%
6210200000,13.0%
6210300000,13.0%
6210400000,13.0%
6210500000,13.0%
6211110010,13.0%
6211110041,13.0%
6211110049,13.0%
6211110090,13.0%
6211120010,13.0%
6211120041,13.0%
6211120049,13.0%
6211120090,13.0%
6211201000,13.0%
6211209000,13.0%
6211321000,13.0%
6211322000,13.0%
6211329000,13.0%
6211331000,13.0%
6211332000,13.0%
6211339000,13.0%
6211391000,13.0%
6211392000,13.0%
6211399000,13.0%
6211421000,13.0%
6211429000,13.0%
6211431000,13.0%
6211439000,13.0%
6211491000,13.0%
6211499000,13.0%
6212101000,13.0%
6212109010,13.0%
6212109020,13.0%
6212109031,13.0%
6212109039,13.0%
6212109090,13.0%
6212201000,13.0%
6212209010,13.0%
6212209020,13.0%
6212209031,13.0%
6212209039,13.0%
6212209090,13.0%
6212301000,13.0%
6212309010,13.0%
6212309020,13.0%
6212309031,13.0%
6212309039,13.0%
6212309090,13.0%
6212901000,13.0%
6212909000,13.0%
6213201000,13.0%
6213209000,13.0%
6213902000,13.0%
6213909000,13.0%
6214100010,13.0%
6214100090,13.0%
6214201000,13.0%
6214202000,13.0%
6214209000,13.0%
6214300000,13.0%
6214400000,13.0%
6214900010,13.0%
6214900090,13.0%
6215100000,13.0%
6215200000,13.0%
6215900000,13.0%
6216000000,13.0%
6217101000,13.0%
6217102000,13.0%
6217109000,13.0%
6217900000,13.0%
6301100000,13.0%
6301200010,13.0%
6301200020,13.0%
6301300000,13.0%
6301400000,13.0%
6301900000,13.0%
6302101000,13.0%
6302109000,13.0%
6302211000,13.0%
6302219000,13.0%
6302221000,13.0%
6302229000,13.0%
6302291000,13.0%
6302292000,13.0%
6302299000,13.0%
6302311000,13.0%
6302319100,13.0%
6302319200,13.0%
6302319900,13.0%
6302321000,13.0%
6302329000,13.0%
6302391010,13.0%
6302391090,13.0%
6302392110,13.0%
6302392190,13.0%
6302392910,13.0%
6302392990,13.0%
6302399110,13.0%
6302399190,13.0%
6302399910,13.0%
6302399990,13.0%
6302401000,13.0%
6302409000,13.0%
6302511000,13.0%
6302519000,13.0%
6302531000,13.0%
6302539010,13.0%
6302539090,13.0%
6302591100,13.0%
6302591900,13.0%
6302599010,13.0%
6302599090,13.0%
6302601010,13.0%
6302601090,13.0%
6302609000,13.0%
6302910000,13.0%
6302930010,13.0%
6302930090,13.0%
6302991000,13.0%
6302999010,13.0%
6302999090,13.0%
6303121010,13.0%
6303121090,13.0%
6303122010,13.0%
6303122090,13.0%
6303193100,13.0%
6303193200,13.0%
6303199100,13.0%
6303199200,13.0%
6303910010,13.0%
6303910090,13.0%
6303920010,13.0%
6303920090,13.0%
6303990000,13.0%
6304112100,13.0%
6304112900,13.0%
6304113100,13.0%
6304113900,13.0%
6304191010,13.0%
6304191090,13.0%
6304192100,13.0%
6304192900,13.0%
6304193100,13.0%
6304193900,13.0%
6304199110,13.0%
6304199190,13.0%
6304199910,13.0%
6304199990,13.0%
6304201000,13.0%
6304209000,13.0%
6304912100,13.0%
6304912900,13.0%
6304913100,13.0%
6304913900,13.0%
6304921000,13.0%
6304929000,13.0%
6304931000,13.0%
6304939000,13.0%
6304991010,13.0%
6304991090,13.0%
6304992110,13.0%
6304992190,13.0%
6304992910,13.0%
6304992990,13.0%
6304999000,13.0%
6305100010,13.0%
6305100090,13.0%
6305200000,13.0%
6305320000,13.0%
6305330010,13.0%
6305330090,13.0%
6305390000,13.0%
6305900000,13.0%
6306120000,13.0%
6306191000,13.0%
6306192000,13.0%
6306199010,13.0%
6306199090,13.0%
6306220010,13.0%
6306220090,13.0%
6306291000,13.0%
6306299000,13.0%
6306301000,13.0%
6306309000,13.0%
6306401000,13.0%
6306402000,13.0%
6306409000,13.0%
6306901000,13.0%
6306902000,13.0%
6306903000,13.0%
6306909000,13.0%
6307100000,13.0%
6307200000,13.0%
6307900000,13.0%
6308000000,13.0%
6309000000,13.0%
6310100010,13.0%
6310100090,13.0%
6310900010,13.0%
6310900090,13.0%
6401101000,13.0%
6401109000,13.0%
6401921000,13.0%
6401929000,13.0%
6401990000,13.0%
6402120010,13.0%
6402120090,13.0%
6402190010,13.0%
6402190090,13.0%
6402200000,13.0%
6402910000,13.0%
6402991000,13.0%
6402992100,13.0%
6402992900,13.0%
6403120010,13.0%
6403120090,13.0%
6403190010,13.0%
6403190090,13.0%
6403200010,13.0%
6403200090,13.0%
6403400010,13.0%
6403400090,13.0%
6403511110,13.0%
6403511190,13.0%
6403511910,13.0%
6403511990,13.0%
6403519110,13.0%
6403519190,13.0%
6403519910,13.0%
6403519990,13.0%
6403590010,13.0%
6403590090,13.0%
6403911110,13.0%
6403911190,13.0%
6403911910,13.0%
6403911990,13.0%
6403919110,13.0%
6403919190,13.0%
6403919910,13.0%
6403919990,13.0%
6403990010,13.0%
6403990090,13.0%
6404110000,13.0%
6404191000,13.0%
6404199000,13.0%
6404201000,13.0%
6404209000,13.0%
6405101000,13.0%
6405109010,13.0%
6405109090,13.0%
6405200010,13.0%
6405200090,13.0%
6405901000,13.0%
6405909000,13.0%
6406100010,13.0%
6406100090,13.0%
6406201000,13.0%
6406202000,13.0%
6406901000,13.0%
6406909100,13.0%
6406909200,13.0%
6406909900,13.0%
6501000000,13.0%
6502000000,13.0%
6504000000,13.0%
6505001000,13.0%
6505002000,13.0%
6505009100,13.0%
6505009900,13.0%
6506100010,13.0%
6506100090,13.0%
6506910000,13.0%
6506991010,13.0%
6506991090,13.0%
6506992010,13.0%
6506992090,13.0%
6506999000,13.0%
6507000010,Error: 520 Server Error: <none> for url: https://www.transcustoms.com/China_HS_Code/China_Tariff.asp?HS_Code=6507000010
6507000090,13.0%
6601100000,13.0%
6601910000,13.0%
6601990000,13.0%
