Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,12F,.,"Spoons and forks, wooden trays of all kinds and fancy bowls",,
,16J,.,Capacity measures,,
,18E,.,Chopsticks,,
,20G,.,Other,,
44.2,,,Wood marquetry and inlaid wood; caskets and cases for jewellery or,,
,,,"cutlery, and similar articles, of wood; statuettes and other ornaments,",,
,,,of wood; wooden articles of furniture not falling in Chapter 94:,,
,,,Statuettes and other ornaments:,,
4420.11,,,Of tropical wood:,,
4420.11.10,00G,.,"Beads, not mounted, set or strung",Free,Free
4420.11.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10K,.,Statuettes,,
,90H,.,Other ornaments,,
4420.19,,,Other:,,
4420.19.10,00C,.,"Beads, not mounted, set or strung",Free,Free
4420.19.20,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10F,.,Statuettes,,
,90D,.,Other ornaments,,
4420.9,,,Other:,,
4420.90.01,00B,.,Wood marquetry and inlaid wood,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,LDC 4
,,,,,RCEP 3.5
,,,,,1/2025 3
4420.90.09,00C,.,Other,5,Free
,,,,,*See Below
,,,,,CA Free
44.21,,,Other articles of wood:,,
4421.10.00,00E,.,Clothes hangers,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
4421.20.00,,,Coffins,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10F,.,Of bamboo,,
,20C,.,Other,,
,,,Other:,,
4421.91,,,Of bamboo:,,
4421.91.10,00D,.,"Spools, cops, bobbins, sewing thread reels and the like, of turned",,
,,,wood,Free,Free
4421.91.15,,,Oars and paddles,Free,Free
,10C,No.,Racing and surf-boat,,
,19G,No.,Other,,
4421.91.17,00J,.,"Fans and handscreens, non-mechanical; hand knitting needles; match",,
,,,splints; pegs or pins for footwear,Free,Free
4421.91.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10J,.,"Beehives and frames thereof, including unassembled components",,
,,,for use in the assembly thereof,,
,15K,.,"Planar forms of wood formed lengthwise along the edge, tongued",,
,,,"and grooved, one face having been treated by sand blasting,",,
,,,moulding or otherwise to produce a weathered or like decorative,,
,,,effect; scaffold planks of laminated wood,,
,17F,.,Wood paving blocks,,
,20F,.,Other,,
4421.99,,,Other:,,
4421.99.10,00L,.,"Spools, cops, bobbins, sewing thread reels and the like, of turned wood",Free,Free
4421.99.15,,,Oars and paddles,Free,Free
,10K,No.,Racing and surf-boat,,
,19C,No.,Other,,
4421.99.17,00E,.,"Fans and handscreens, non-mechanical; hand knitting needles; match",,
,,,splints; pegs or pins for footwear,Free,Free
4421.99.19,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,CPT Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10E,.,".Beehives and frames thereof, including unassembled components",,
,,,for use in the assembly thereof,,
,15F,.,"Planar forms of wood formed lengthwise along the edge, tongued",,
,,,"and grooved, one face having been treated by sand blasting,",,
,,,moulding or otherwise to produce a weathered or like decorative,,
,,,effect; scaffold planks of laminated wood,,
,17B,.,Wood paving blocks,,
,20B,.,Other,,
45.01,,,"Natural cork, raw or simply prepared; waste cork; crushed,",,
,,,granulated or ground cork:,,
4501.10.00,00G,kg,"Natural cork, raw or simply prepared",Free,Free
4501.90.00,00F,kg,Other,Free,Free
45.02,,,,,
4502.00.00,00A,kg,"Natural cork, debacked or roughly squared, or in rectangular",,
,,,"(including square) blocks, plates, sheets or strip, (including",,
,,,sharp-edged blanks for corks or stoppers),Free,Free
45.03,,,Articles of natural cork:,,
4503.10.00,00C,.,Corks and stoppers,Free,Free
4503.90.00,00B,.,Other,Free,Free
45.04,,,Agglomerated cork (with or without a binding substance) and articles,,
,,,of agglomerated cork:,,
4504.10.00,,,"Blocks, plates, sheets and strip; tiles of any shape;",,
,,,"solid cylinders, including discs",Free,Free
,,,"Blocks, plates, sheets and strip of agglomerated cork:",,
,01K,m2,Sheets,,
,09E,.,Other,,
,,,Tiles:,,
,11G,.,Floor tiles other than those merely cut into rectangles,,
,,,from a larger sheet,,
,19B,.,Other,,
,29K,.,Other,,
4504.9,,,Other:,,
4504.90.01,00G,.,"Washers, gaskets, jointings, seals and similar packings",5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
4504.90.11,00B,.,Table mats,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
4504.90.18,,,Other,Free,Free
,01E,.,Floor mats,,
,09L,.,Other,,
46.01,,,"Plaits and similar products of plaiting materials, whether or not",,
,,,"assembled into strips; plaiting materials, plaits and similar products",,
,,,"of plaiting materials, bound together in parallel strands or woven, in",,
,,,"sheet form, whether or not being finished articles (for example, mats,",,
,,,"matting, screens):",,
,,,"Mats, matting and screens of vegetable materials:",,
4601.21.00,00A,.,Of bamboo,Free,Free
4601.22.00,00F,.,Of rattan,Free,Free
4601.29.00,00H,.,Other,Free,Free
,,,Other:,,
4601.92.00,,,Of bamboo,Free,Free
,10J,.,"Plaits and similar products, whether or not assembled into strips",,
,19B,.,Other,,
4601.93.00,,,Of rattan,Free,Free
,10C,.,"Plaits and similar products, whether or not assembled into strips",,
,19G,.,Other,,
4601.94.00,,,Of other vegetable materials,Free,Free
,10H,.,"Plaits and similar products of plaiting materials, whether or not",,
,,,assembled into strips,,
,19A,.,Other,,
4601.99.00,,,Other,Free,Free
,11J,.,"Plaits and similar products of plaiting materials, whether or not",,
,,,assembled into strips,,
,19D,.,Other,,
46.02,,,"Basketwork, wickerwork and other articles, made directly to shape",,
,,,from plaiting materials or made up from goods of heading 46.01;,,
,,,articles of loofah:,,
,,,Of vegetable materials:,,
4602.11,,,Of bamboo:,,
4602.11.01,00B,.,Floor coverings,Free,Free
4602.11.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,10L,.,Picnic sets,,
,19D,.,Other,,
4602.12,,,Of rattan:,,
4602.12.01,00G,.,Floor coverings,Free,Free
4602.12.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 4
,,,,,1/2025 3.7
,10E,.,Picnic sets,,
,19J,.,Other,,
4602.19,,,Other:,,
4602.19.01,,,Articles of loofah; floor coverings,Free,Free
,10F,.,Articles of loofah,,
,19K,.,Floor coverings,,
4602.19.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 3.5
,,,,,1/2025 3
,10G,.,Picnic sets,,
,19L,.,Other,,
4602.9,,,Other:,,
4602.90.01,00G,.,Floor coverings,Free,Free
4602.90.09,,,Other,5,Free
,,,,,*See Below
,,,,,CA Free
,,,,,RCEP 5
,,,,,1/2025 5
,01F,.,Picnic sets,,
,09A,.,Other,,
